name	ltla	date	epoch
England/ALDP-2FC9FC5/2021|BA.1.1|2021-12-18	E08000025	2021-12-18	1
England/ALDP-3232FB2/2022|BA.1.1|2022-01-10	E08000025	2022-01-10	2
England/ALDP-3501D64/2022|BA.1.1|2022-01-31	E08000018	2022-01-31	3
England/ALDP-341EF14/2022|BA.1.1|2022-01-23	E08000027	2022-01-23	3
England/PLYM-345D8B4/2022|BA.1.1|2022-01-26	E07000089	2022-01-26	3
England/MILK-3411DDB/2022|BA.1.1|2022-01-25	E07000179	2022-01-25	3
England/BRBR-342427C/2022|BA.1.1|2022-01-24	E07000179	2022-01-24	3
England/MILK-2EE9E5A/2021|BA.1.1|2021-12-10	E09000008	2021-12-10	1
England/MILK-2E7215D/2021|BA.1.1|2021-12-13	E09000010	2021-12-13	1
England/MILK-31FA843/2022|BA.1.1|2022-01-10	E09000003	2022-01-10	2
England/MILK-2F91FB7/2021|BA.1.1|2021-12-18	E07000240	2021-12-18	1
England/ALDP-2F8702A/2021|BA.1.1|2021-12-19	E06000049	2021-12-19	1
England/BRBR-3040FC2/2021|BA.1.1|2021-12-27	E06000054	2021-12-27	2
England/MILK-316F3EE/2022|BA.1.1|2022-01-06	E07000110	2022-01-06	2
England/MILK-334D092/2022|BA.1.1|2022-01-20	E07000110	2022-01-20	3
England/MILK-3404184/2022|BA.1.1|2022-01-25	E07000068	2022-01-25	3
England/NEWC-3248A5E/2022|BA.1.1|2022-01-11	E08000021	2022-01-11	2
England/QEUH-322139C/2022|BA.1.1|2022-01-10	E07000163	2022-01-10	2
England/MILK-3214F01/2022|BA.1.1|2022-01-11	E09000013	2022-01-11	2
England/PLYM-33026F1/2022|BA.1.1|2022-01-17	E07000040	2022-01-17	3
England/ALDP-32B98E5/2022|BA.1.1|2022-01-14	E08000033	2022-01-14	2
England/QEUH-33C3E12/2022|BA.1.1|2022-01-20	E08000033	2022-01-20	3
England/QEUH-31713DA/2022|BA.1.1|2022-01-04	E08000033	2022-01-04	2
England/QEUH-317A6AB/2022|BA.1.1|2022-01-06	E08000033	2022-01-06	2
England/QEUH-334E987/2022|BA.1.1|2022-01-17	E08000033	2022-01-17	3
England/MILK-301DA09/2021|BA.1.1|2021-12-27	E07000109	2021-12-27	2
England/MILK-3310B88/2022|BA.1.1|2022-01-17	E09000033	2022-01-17	3
England/MILK-335BB72/2022|BA.1.1|2022-01-21	E09000006	2022-01-21	3
England/MILK-3375ED3/2022|BA.1.1|2022-01-18	E09000014	2022-01-18	3
England/MILK-316E1C7/2022|BA.1.1|2022-01-05	E09000033	2022-01-05	2
England/PLYM-3480F1D/2022|BA.1.1|2022-01-28	E07000187	2022-01-28	3
England/PLYM-3430F67/2022|BA.1.1|2022-01-25	E07000041	2022-01-25	3
England/MILK-32CA82D/2022|BA.1.1|2022-01-16	E06000023	2022-01-16	3
England/MILK-32D2F2D/2022|BA.1.1|2022-01-16	E07000241	2022-01-16	3
England/MILK-337AB13/2022|BA.1.1|2022-01-20	E06000023	2022-01-20	3
England/MILK-3281664/2022|BA.1.1|2022-01-14	E06000032	2022-01-14	2
England/LSPA-33F5A8C/2022|BA.1.1|2022-01-22	E07000152	2022-01-22	3
England/ALDP-3474574/2022|BA.1.1|2022-01-27	E08000029	2022-01-27	3
England/MILK-339999C/2022|BA.1.1|2022-01-21	E09000018	2022-01-21	3
England/LSPA-3484007/2022|BA.1.1|2022-01-26	E07000239	2022-01-26	3
England/LSPA-347B0A9/2022|BA.1.1|2022-01-26	E07000220	2022-01-26	3
England/ALDP-3343973/2022|BA.1.1|2022-01-18	E08000031	2022-01-18	3
England/LSPA-3483554/2022|BA.1.1|2022-01-25	E08000027	2022-01-25	3
England/ALDP-348763F/2022|BA.1.1|2022-01-28	E08000028	2022-01-28	3
England/ALDP-31BDAFB/2022|BA.1.1|2022-01-08	E08000028	2022-01-08	2
England/MILK-3388C00/2022|BA.1.1|2022-01-20	E09000009	2022-01-20	3
England/LSPA-34256E8/2022|BA.1.1|2022-01-24	E08000031	2022-01-24	3
England/ALDP-33A2857/2022|BA.1.1|2022-01-21	E07000221	2022-01-21	3
England/ALDP-325F4A1/2022|BA.1.1|2022-01-12	E08000007	2022-01-12	2
England/ALDP-339E302/2022|BA.1.1|2022-01-20	E08000028	2022-01-20	3
England/QEUH-31ECDBE/2022|BA.1.1|2022-01-10	E07000032	2022-01-10	2
England/MILK-30148AE/2021|BA.1.1|2021-12-27	E06000060	2021-12-27	2
England/MILK-3498307/2022|BA.1.1|2022-01-29	E08000027	2022-01-29	3
England/LSPA-309607F/2021|BA.1.1|2021-12-29	E08000031	2021-12-29	2
England/MILK-34E3613/2022|BA.1.1|2022-01-30	E06000031	2022-01-30	3
England/MILK-3492CF3/2022|BA.1.1|2022-01-29	E06000031	2022-01-29	3
England/MILK-32FE9B4/2022|BA.1.1|2022-01-17	E06000016	2022-01-17	3
England/MILK-32FEEB5/2022|BA.1.1|2022-01-17	E06000016	2022-01-17	3
England/ALDP-316993D/2022|BA.1.1|2022-01-05	E06000021	2022-01-05	2
England/MILK-31F94AA/2022|BA.1.1|2022-01-10	E07000131	2022-01-10	2
